Search Link,Date collected,company_name,city,company_address,company_category
http://www.yellowpages.com/new-york-ny/mip/desnuda-22311936?geo_location_terms=&lid=22311936&search_terms=,2020-06-14,Desnuda,New York,"122 E 7th St, New York, NY 10009",Seafood Restaurants
http://www.yellowpages.com/new-york-ny/mip/bocca-di-bacco-8487126?geo_location_terms=&lid=8487126&search_terms=,2020-06-14,Bocca Di Bacco,New York,"828 9th Ave Frnt A, New York, NY 10019",Italian Restaurants
http://www.yellowpages.com/new-york-ny/mip/il-mulino-new-york-5291263?geo_location_terms=&lid=5291263&search_terms=,2020-06-14,Il Mulino New York,New York,"86 W 3rd St, New York, NY 10012",Italian Restaurants
http://www.yellowpages.com/new-york-ny/mip/sobaya-11609757,2020-06-14,Sobaya,New York,"229 E 9th St, New York, NY 10003",Japanese Restaurants
http://www.yellowpages.com/new-york-ny/mip/berimbau-467763699?geo_location_terms=&lid=467763699&search_terms=,2020-06-14,Berimbau,New York,"43 Carmine St, New York, NY 10014",Brazilian Restaurants
http://www.yellowpages.com/new-york-ny/mip/pietros-1724880?geo_location_terms=&lid=1724880&search_terms=,2020-06-14,Pietro's,New York,"232 E 43rd St, New York, NY 10017",Italian Restaurants
http://www.yellowpages.com/new-york-ny/mip/sparks-steak-house-15362553?geo_location_terms=&lid=15362553&search_terms=,2020-06-14,Sparks Steak House,New York,"210 E 46th St, New York, NY 10017",Steak Houses
http://www.yellowpages.com/new-york-ny/mip/franks-trattoria-453215977?geo_location_terms=&lid=453215977&search_terms=,2020-06-14,Frank's Trattoria,New York,"371 1st Ave, New York, NY 10010",Italian Restaurants
http://www.yellowpages.com/new-york-ny/mip/il-cortile-restaurant-6915413?geo_location_terms=&lid=1001849989362&search_terms=,2020-06-14,Il Cortile Restaurant,New York,"125 Mulberry St, New York, NY 10013",
http://www.yellowpages.com/new-york-ny/mip/il-vagabondo-467543866,2020-06-14,Il Vagabondo,New York,"351 E 62nd St, New York, NY 10065",Italian Restaurants
