Search Link,Date collected,Title,Year,Certificate,Runtime,Genre,Description,Rating
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Wonder Woman,(2017),PG-13,141 min,"Action, Adventure, Fantasy","When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",7.4
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Jumanji: Welcome to the Jungle,(2017),PG-13,119 min,"Action, Adventure, Comedy","Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",6.9
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Spider-Man: Into the Spider-Verse,(2018),PG,117 min,"Animation, Action, Adventure","Teen Miles Morales becomes Spider-Man of his reality, crossing his path with five counterparts from other dimensions to stop a threat for all realities.",8.4
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Ready Player One,(2018),PG-13,140 min,"Action, Adventure, Sci-Fi","When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.",7.5
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Merlin,(2008–2012),,45 min,"Adventure, Drama, Fantasy","These are the brand new adventures of Merlin, the legendary sorcerer as a young man, when he was just a servant to young Prince Arthur on the royal court of Camelot, who has soon become his best friend, and turned Arthur into a great king and a legend.",7.9
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,S.W.A.T.,(2017– ),,43 min,"Action, Adventure, Crime",Follows a locally born and bred S.W.A.T. sergeant and his team of highly-trained men and women as they solve crimes in Los Angeles.,7.0
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Aquaman,(2018),PG-13,143 min,"Action, Adventure, Fantasy","Arthur Curry (Jason Momoa), the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",7.0
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Хари Потер и Пламениот пехар,(2005),PG-13,157 min,"Adventure, Family, Fantasy","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",7.7
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,"Magnum, P.I.",(1980–1988),,48 min,"Action, Adventure, Crime",The adventures of a Hawaii based private investigator.,7.5
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Shazam!,(2019),PG-13,132 min,"Action, Adventure, Comedy",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,7.1
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Legacies,(2018– ),,45 min,"Adventure, Drama, Fantasy","Hope Mikaelson, a tribrid daughter of a Vampire/Werewolf hybrid, makes her way in the world.",7.5
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Avengers: Age of Ultron,(2015),PG-13,141 min,"Action, Adventure, Sci-Fi","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",7.3
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Sen to Chihiro no kamikakushi,(2001),PG,125 min,"Animation, Adventure, Family","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",8.6
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Gospodarot na prstenite: Dvete kuli,(2002),PG-13,179 min,"Adventure, Drama, Fantasy","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",8.7
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Artemis Fowl,(2020),PG,95 min,"Adventure, Family, Fantasy","Artemis Fowl, a young criminal prodigy, hunts down a secret society of fairies to find his missing father.",3.9
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Batman Begins,(2005),PG-13,140 min,"Action, Adventure","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",8.2
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Rampage,(2018),PG-13,107 min,"Action, Adventure, Sci-Fi","When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.",6.1
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Starship Troopers,(1997),R,129 min,"Action, Adventure, Sci-Fi","Humans in a fascist, militaristic future wage war with giant alien bugs.",7.2
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Up,(2009),PG,96 min,"Animation, Adventure, Comedy","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",8.2
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Tomb Raider,(2018),PG-13,119 min,"Action, Adventure, Fantasy","Lara Croft (Alicia Vikander), the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft (Dominic West) disappeared.",6.3
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,The Eternals,(2021),,,"Action, Adventure, Drama","Director:
Chloé Zhao
| 
    Stars:
Angelina Jolie, 
Richard Madden, 
Kumail Nanjiani, 
Salma Hayek",
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Charlie's Angels,(2019),PG-13,118 min,"Action, Adventure, Comedy","When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",4.7
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Baywatch,(1989–2001),,60 min,"Action, Adventure, Crime","At a Los Angeles beach, a team of lifeguards led by Lieutenant Mitch Buchannon save lives, deal with personal dramas, fight crime and participate in over the top adventures on a daily basis.",5.3
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Deadpool 2,(2018),R,119 min,"Action, Adventure, Comedy","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",7.7
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Spider-Man: Homecoming,(2017),PG-13,133 min,"Action, Adventure, Sci-Fi","Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",7.4
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Star Wars,(1977),PG,121 min,"Action, Adventure, Fantasy","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",8.6
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,His Dark Materials,(2019– ),,60 min,"Adventure, Drama, Family",A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.,7.9
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Operation Buffalo,(2020– ),,52 min,"Adventure, Comedy, Drama","In Maralinga, South Australia, at the height of the Cold War, at a remote army base carrying out British nuclear testing, paranoia runs rife and nuclear bombs are not the only things being put to the test.",4.5
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,The Hobbit: An Unexpected Journey,(2012),PG-13,169 min,"Adventure, Family, Fantasy","A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",7.8
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Dinosaurus!,(1960),,83 min,"Adventure, Comedy, Fantasy","After undersea explosions near a Caribbean island, prehistoric creatures are unleashed on the unsuspecting population. Freed from his watery tomb, as well, is a very friendly Neanderthal ...                See full summary »",5.0
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Man of Steel,(2013),PG-13,143 min,"Action, Adventure, Sci-Fi","An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened, when survivors of his home planet invade Earth.",7.0
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,She-Ra and the Princesses of Power,(2018–2020),,30 min,"Animation, Action, Adventure","She-Ra, Princess of Power, leads a rebellion to free her land of Etheria from the monstrous invaders the Horde.",7.5
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Back to the Future Part II,(1989),,108 min,"Adventure, Comedy, Sci-Fi","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",7.8
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Хари Потер и Затвореникот од Азкабан,(2004),PG,142 min,"Adventure, Family, Fantasy","Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",7.9
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Guardians of the Galaxy Vol. 2,(2017),PG-13,136 min,"Action, Adventure, Comedy","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",7.6
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Star Wars: Episode I - The Phantom Menace,(1999),PG,136 min,"Action, Adventure, Fantasy","Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their old glory.",6.5
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Moana,(I) (2016),PG,107 min,"Animation, Adventure, Comedy","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",7.6
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,The Revenant,(2015),R,156 min,"Action, Adventure, Biography",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,8.0
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Batman v Superman: Dawn of Justice,(2016),PG-13,151 min,"Action, Adventure, Sci-Fi","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",6.5
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,The Martian,(2015),PG-13,144 min,"Adventure, Drama, Sci-Fi","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",8.0
https://www.imdb.com/search/title/?genres=adventure&start=100&ref_=adv_nxt,2020-06-14,Colony,(2016–2018),,42 min,"Action, Adventure, Drama","In the wake of a mysterious alien invasion, a family fights to stay together in a new world order.",7.4
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,F9,(2021),,145 min,"Action, Adventure, Crime","Director:
Justin Lin
| 
    Stars:
Charlize Theron, 
Vin Diesel, 
Michelle Rodriguez, 
Helen Mirren",
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,Toy Story 4,(2019),G,100 min,"Animation, Adventure, Comedy","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",7.8
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,Boku no hîrô akademia,(2016– ),,24 min,"Animation, Action, Adventure",A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.,8.5
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,Monster Hunter,(2020),PG-13,,"Action, Adventure, Fantasy","Director:
Paul W.S. Anderson
| 
    Stars:
Milla Jovovich, 
Tony Jaa, 
T.I., 
Meagan Good",
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,The Avengers,(2012),PG-13,143 min,"Action, Adventure, Sci-Fi",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,8.0
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,Stand by Me,(1986),,89 min,"Adventure, Drama","After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",8.1
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,Dark Phoenix,(2019),PG-13,113 min,"Action, Adventure, Sci-Fi","Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",5.8
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,Avatar 2,(2021),,,"Action, Adventure, Fantasy","Director:
James Cameron
| 
    Stars:
Oona Chaplin, 
Zoe Saldana, 
Vin Diesel, 
Kate Winslet",
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,Future Man,(2017–2020),,30 min,"Action, Adventure, Comedy","Josh Futturman, a janitor by day and a gamer by night, is recruited by mysterious visitors to travel through time to prevent the extinction of humanity.",7.8
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,The SpongeBob Movie: Sponge on the Run,(2020),PG,,"Animation, Adventure, Comedy","Director:
Tim Hill
| 
    Stars:
Keanu Reeves, 
Awkwafina, 
Clancy Brown, 
Tom Kenny",
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,King Arthur: Legend of the Sword,(2017),PG-13,126 min,"Action, Adventure, Drama","Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",6.7
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,Into the Wild,(2007),R,148 min,"Adventure, Biography, Drama","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",8.1
https://www.imdb.com/search/title/?genres=adventure&start=150&ref_=adv_nxt,2020-06-14,Apollo 13,(I) (1995),PG,140 min,"Adventure, Drama, History",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,7.6
